ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME,PROGRAM,LOCATION,SWIM SEC,T1 SEC,BIKE SEC,T2 SEC,RUN SEC,TOTAL TIME SEC
Kristian,Blummenfelt,NOR,3,0:18:30,0:00:48,0:59:37,0:00:33,0:30:05,2,1:49:28,Elite Men,Stockholm,1110,48,3577,33,1805,6568
Pierre,Le Corre,FRA,9,0:18:06,0:00:52,1:00:01,0:00:28,0:30:11,3,1:49:28,Elite Men,Stockholm,1086,52,3601,28,1811,6568
Ryan,Sissons,NZL,7,0:18:28,0:00:46,0:59:43,0:00:29,0:30:14,4,1:49:33,Elite Men,Stockholm,1108,46,3583,29,1814,6573
Justus,Nieschlag,GER,30,0:18:04,0:00:47,0:59:12,0:00:26,0:31:15,5,1:49:36,Elite Men,Stockholm,1084,47,3552,26,1875,6576
Thomas,Bishop,GBR,5,0:18:25,0:00:51,0:59:44,0:00:31,0:30:15,6,1:49:39,Elite Men,Stockholm,1105,51,3584,31,1815,6579
Mario,Mola,ESP,1,0:18:34,0:00:47,0:59:40,0:00:28,0:30:28,7,1:49:48,Elite Men,Stockholm,1114,47,3580,28,1828,6588
Aaron,Royle,AUS,15,0:17:56,0:00:50,0:59:16,0:00:28,0:31:50,8,1:50:14,Elite Men,Stockholm,1076,50,3556,28,1910,6614
Andreas,Schilling,DEN,11,0:18:37,0:00:53,0:59:29,0:00:31,0:31:06,9,1:50:26,Elite Men,Stockholm,1117,53,3569,31,1866,6626
Wian,Sullwald,RSA,21,0:18:09,0:00:49,1:00:02,0:00:29,0:31:19,10,1:50:40,Elite Men,Stockholm,1089,49,3602,29,1879,6640
Léo,Bergere,FRA,19,0:18:34,0:00:55,0:59:27,0:00:27,0:31:28,11,1:50:43,Elite Men,Stockholm,1114,55,3567,27,1888,6643
Simon,Viain,FRA,20,0:18:52,0:00:51,1:00:06,0:00:29,0:30:43,12,1:50:51,Elite Men,Stockholm,1132,51,3606,29,1843,6651
Adam,Bowden,GBR,16,0:18:17,0:00:49,0:59:55,0:00:28,0:31:37,13,1:50:56,Elite Men,Stockholm,1097,49,3595,28,1897,6656
Andrea,Salvisberg,SUI,17,0:17:58,0:00:50,0:59:18,0:00:30,0:32:48,14,1:51:14,Elite Men,Stockholm,1078,50,3558,30,1968,6674
Jonas,Schomburg,ITU,23,0:18:02,0:00:50,0:59:13,0:00:29,0:32:59,15,1:51:25,Elite Men,Stockholm,1082,50,3553,29,1979,6685
Vicente,Hernandez,ESP,8,0:18:39,0:00:57,1:00:13,0:00:31,0:31:26,16,1:51:41,Elite Men,Stockholm,1119,57,3613,31,1886,6701
Dorian,Coninx,FRA,14,0:18:02,0:00:48,0:59:16,0:00:30,0:33:23,17,1:51:51,Elite Men,Stockholm,1082,48,3556,30,2003,6711
Jørgen,Gundersen,NOR,48,0:18:03,0:00:52,1:00:06,0:00:30,0:32:34,18,1:51:56,Elite Men,Stockholm,1083,52,3606,30,1954,6716
Alois,Knabl,AUT,24,0:18:08,0:00:52,1:00:51,0:00:28,0:31:47,19,1:51:58,Elite Men,Stockholm,1088,52,3651,28,1907,6718
Russell,White,IRL,28,0:18:29,0:00:48,0:59:28,0:00:29,0:32:52,20,1:51:58,Elite Men,Stockholm,1109,48,3568,29,1972,6718
Marco,Van Der Stel,NED,29,0:18:13,0:00:48,0:59:57,0:00:31,0:32:38,21,1:51:58,Elite Men,Stockholm,1093,48,3597,31,1958,6718
Sylvain,Fridelance,SUI,41,0:18:18,0:00:50,0:59:53,0:00:31,0:32:47,22,1:52:11,Elite Men,Stockholm,1098,50,3593,31,1967,6731
Adrien,Briffod,SUI,18,0:18:26,0:00:53,0:59:42,0:00:27,0:33:18,23,1:52:37,Elite Men,Stockholm,1106,53,3582,27,1998,6757
Miguel,Arraiolos,POR,33,0:18:45,0:00:49,1:00:18,0:00:28,0:32:40,24,1:52:50,Elite Men,Stockholm,1125,49,3618,28,1960,6770
Henrik,Goesch,FIN,31,0:18:42,0:00:53,1:00:15,0:00:33,0:32:43,25,1:52:59,Elite Men,Stockholm,1122,53,3615,33,1963,6779
Stefan,Zachäus,LUX,38,0:18:22,0:00:57,1:00:30,0:00:29,0:32:55,26,1:53:07,Elite Men,Stockholm,1102,57,3630,29,1975,6787
Jan,Celustka,CZE,34,0:18:40,0:00:53,1:00:20,0:00:31,0:33:01,27,1:53:15,Elite Men,Stockholm,1120,53,3620,31,1981,6795
Erwin,Vanderplancke,BEL,37,0:18:42,0:00:49,1:00:20,0:00:28,0:33:08,28,1:53:19,Elite Men,Stockholm,1122,49,3620,28,1988,6799
Marcel,Walkington,AUS,25,0:18:09,0:00:54,1:00:47,0:00:30,0:33:17,29,1:53:29,Elite Men,Stockholm,1089,54,3647,30,1997,6809
Gianluca,Pozzatti,ITA,42,0:18:12,0:00:53,0:59:55,0:00:28,0:34:28,30,1:53:47,Elite Men,Stockholm,1092,53,3595,28,2068,6827
Crisanto,Grajales,MEX,10,0:18:52,0:00:54,1:02:41,0:00:30,0:31:32,31,1:54:21,Elite Men,Stockholm,1132,54,3761,30,1892,6861
Gabriel,Sandör,SWE,52,0:18:42,0:00:53,1:00:14,0:00:30,0:34:16,32,1:54:27,Elite Men,Stockholm,1122,53,3614,30,2056,6867
Bob,Haller,LUX,35,0:18:51,0:00:53,1:00:04,0:00:29,0:34:41,33,1:54:51,Elite Men,Stockholm,1131,53,3604,29,2081,6891
Ákos,Vanek,HUN,46,0:18:24,0:00:54,0:59:41,0:00:30,0:35:40,34,1:55:00,Elite Men,Stockholm,1104,54,3581,30,2140,6900
Oscar,Coggins,HKG,53,0:18:45,0:00:53,1:00:16,0:00:33,0:34:51,35,1:55:09,Elite Men,Stockholm,1125,53,3616,33,2091,6909
Jorik,Van Egdom,NED,43,0:19:13,0:00:51,1:02:25,0:00:30,0:32:20,36,1:55:11,Elite Men,Stockholm,1153,51,3745,30,1940,6911
Sam,Ward,NZL,39,0:18:48,0:00:53,1:02:49,0:00:31,0:32:24,37,1:55:16,Elite Men,Stockholm,1128,53,3769,31,1944,6916
Ilya,Prasolov,RUS,32,0:18:49,0:00:57,1:02:39,0:00:29,0:32:48,38,1:55:35,Elite Men,Stockholm,1129,57,3759,29,1968,6935
Itamar,Alster,ISR,55,0:18:45,0:00:49,1:00:16,0:00:31,0:35:27,39,1:55:41,Elite Men,Stockholm,1125,49,3616,31,2127,6941
Menno,Koolhaas,NED,45,0:18:49,0:00:53,1:02:45,0:00:28,0:33:11,40,1:55:58,Elite Men,Stockholm,1129,53,3765,28,1991,6958
Eder,Mejia Muñoz,MEX,40,0:18:34,0:01:03,1:02:53,0:00:31,0:33:23,41,1:56:16,Elite Men,Stockholm,1114,63,3773,31,2003,6976
Aleksandr,Latin,EST,47,0:18:48,0:00:54,1:02:49,0:00:30,0:33:31,42,1:56:23,Elite Men,Stockholm,1128,54,3769,30,2011,6983
Denis,Vasiliev,RUS,50,0:18:44,0:00:55,1:02:51,0:00:27,0:34:12,43,1:57:00,Elite Men,Stockholm,1124,55,3771,27,2052,7020
Peter,Denteneer,BEL,36,0:18:12,0:00:52,1:03:25,0:00:31,0:34:21,44,1:57:11,Elite Men,Stockholm,1092,52,3805,31,2061,7031
Fernando,Alarza,ESP,2,0:18:05,0:00:48,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Stockholm,1085,48,0,0,0,#VALUE!
Henri,Schoeman,RSA,6,0:17:58,0:01:13,0:59:47,0:00:28,0:00:00,DNF,DNF,Elite Men,Stockholm,1078,73,3587,28,0,#VALUE!
Richard,Varga,SVK,12,0:17:52,0:00:56,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Stockholm,1072,56,0,0,0,#VALUE!
Christophe,De Keyser,BEL,27,0:18:30,0:00:48,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Stockholm,1110,48,0,0,0,#VALUE!
Brandon,Copeland,AUS,44,0:18:33,0:00:54,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Stockholm,1113,54,0,0,0,#VALUE!
Matevž,Planko,SLO,51,0:18:48,0:00:50,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Stockholm,1128,50,0,0,0,#VALUE!
Vyacheslav,Vasiliev,RUS,56,0:20:36,0:00:58,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Stockholm,1236,58,0,0,0,#VALUE!
Marc,Austin,GBR,22,0:18:06,0:00:55,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Stockholm,1086,55,0,0,0,#VALUE!
Andrey,Moiseenko,RUS,54,0:20:47,0:00:56,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Stockholm,1247,56,0,0,0,#VALUE!
Flora,Duffy,BER,1,0:19:13,0:00:53,1:04:52,0:00:34,0:34:45,1,2:00:09,Elite Women,Stockholm,1153,53,3892,34,2085,7209
Jessica,Learmonth,GBR,11,0:19:10,0:00:57,1:04:52,0:00:36,0:36:05,2,2:01:30,Elite Women,Stockholm,1150,57,3892,36,2165,7290
Ashleigh,Gentle,AUS,2,0:20:27,0:00:55,1:06:29,0:00:31,0:33:27,3,2:01:42,Elite Women,Stockholm,1227,55,3989,31,2007,7302
Joanna,Brown,CAN,9,0:19:56,0:00:54,1:06:21,0:00:33,0:35:28,4,2:03:04,Elite Women,Stockholm,1196,54,3981,33,2128,7384
Yuko,Takahashi,JPN,7,0:19:52,0:00:52,1:06:26,0:00:30,0:35:36,5,2:03:07,Elite Women,Stockholm,1192,52,3986,30,2136,7387
Leonie,Periault,FRA,28,0:19:55,0:00:52,1:06:22,0:00:33,0:35:34,6,2:03:08,Elite Women,Stockholm,1195,52,3982,33,2134,7388
Claire,Michel,BEL,15,0:19:32,0:00:55,1:07:22,0:00:35,0:35:06,7,2:03:22,Elite Women,Stockholm,1172,55,4042,35,2106,7402
Kirsten,Kasper,USA,5,0:19:30,0:00:54,1:06:45,0:00:34,0:35:54,8,2:03:29,Elite Women,Stockholm,1170,54,4005,34,2154,7409
Alice,Betto,ITA,12,0:19:21,0:00:55,1:06:54,0:00:30,0:36:17,9,2:03:49,Elite Women,Stockholm,1161,55,4014,30,2177,7429
Andrea,Hewitt,NZL,4,0:20:26,0:00:55,1:06:31,0:00:33,0:35:50,10,2:04:05,Elite Women,Stockholm,1226,55,3991,33,2150,7445
Taylor,Spivey,USA,6,0:19:26,0:00:58,1:06:46,0:00:36,0:36:38,11,2:04:17,Elite Women,Stockholm,1166,58,4006,36,2198,7457
Natalie,Van Coevorden,AUS,10,0:19:24,0:01:09,1:06:39,0:00:34,0:36:42,12,2:04:20,Elite Women,Stockholm,1164,69,3999,34,2202,7460
Jodie,Stimpson,GBR,14,0:19:25,0:01:13,1:06:33,0:00:32,0:36:55,13,2:04:28,Elite Women,Stockholm,1165,73,3993,32,2215,7468
Yuka,Sato,JPN,8,0:19:49,0:00:58,1:07:08,0:00:33,0:36:10,14,2:04:30,Elite Women,Stockholm,1189,58,4028,33,2170,7470
Gillian,Sanders,RSA,16,0:20:30,0:00:53,1:06:30,0:00:33,0:37:30,15,2:05:48,Elite Women,Stockholm,1230,53,3990,33,2250,7548
Cassandre,Beaugrand,FRA,30,0:19:33,0:00:53,1:10:54,0:00:35,0:34:23,16,2:06:09,Elite Women,Stockholm,1173,53,4254,35,2063,7569
Lucy,Hall,GBR,18,0:19:12,0:00:56,1:07:44,0:00:37,0:37:59,17,2:06:22,Elite Women,Stockholm,1152,56,4064,37,2279,7582
Lotte,Miller,NOR,32,0:20:02,0:00:55,1:06:58,0:00:32,0:38:33,18,2:06:51,Elite Women,Stockholm,1202,55,4018,32,2313,7611
India,Lee,GBR,19,0:20:04,0:00:55,1:06:54,0:00:34,0:39:59,19,2:08:17,Elite Women,Stockholm,1204,55,4014,34,2399,7697
Carolina,Routier,ESP,17,0:19:30,0:00:53,1:10:59,0:00:35,0:38:10,20,2:09:59,Elite Women,Stockholm,1170,53,4259,35,2290,7799
Aoi,Kuramoto,JPN,20,0:20:04,0:00:57,1:10:21,0:00:38,0:39:31,21,2:11:21,Elite Women,Stockholm,1204,57,4221,38,2371,7881
Katie,Zaferes,USA,3,0:19:15,0:00:52,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Stockholm,1155,52,0,0,0,#VALUE!
Maaike,Caelers,NED,31,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Stockholm,0,0,0,0,0,#VALUE!
Anastasia,Abrosimova,RUS,21,0:19:53,0:00:54,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1193,54,0,0,0,#VALUE!
Kaidi,Kivioja,EST,22,0:20:54,0:00:55,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1254,55,0,0,0,#VALUE!
Ilaria,Zane,ITA,24,0:20:01,0:01:00,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1201,60,0,0,0,#VALUE!
Minami,Kubono,JPN,25,0:20:32,0:01:05,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1232,65,0,0,0,#VALUE!
Anastasia,Gorbunova,RUS,26,0:19:59,0:01:04,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1199,64,0,0,0,#VALUE!
Anna,Godoy Contreras,ESP,27,0:20:06,0:00:55,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1206,55,0,0,0,#VALUE!
Deborah,Lynch,NZL,29,0:20:35,0:01:02,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1235,62,0,0,0,#VALUE!
Elizaveta,Zhizhina,RUS,33,0:21:53,0:00:59,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1313,59,0,0,0,#VALUE!
Maria,Tchuiko,RUS,34,0:20:42,0:01:04,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1242,64,0,0,0,#VALUE!
Valentina,Riasova,RUS,35,0:20:46,0:01:06,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Stockholm,1246,66,0,0,0,#VALUE!
Jose,Miota Ibarra,NED,,,,,,,,,NF Medicals,Stockholm,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Danya,Douglas-Hunt,CAN,,,,,,,,,NF Medicals,Stockholm,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Lyndsey,Townsend,GBR,,,,,,,,,NF Medicals,Stockholm,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Victor,Carapelho,USA,,,,,,,,,NF Medicals,Stockholm,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mario,Mola,ESP,3,0:18:48,0:00:52,0:57:36,0:00:25,0:30:36,1,1:48:15,Elite Men,Yokohama,1128,52,3456,25,1836,6495
Fernando,Alarza,ESP,2,0:18:42,0:00:54,0:57:45,0:00:38,0:30:26,2,1:48:23,Elite Men,Yokohama,1122,54,3465,38,1826,6503
Kristian,Blummenfelt,NOR,34,0:18:26,0:00:56,0:57:46,0:00:35,0:30:44,3,1:48:26,Elite Men,Yokohama,1106,56,3466,35,1844,6506
Henri,Schoeman,RSA,4,0:18:26,0:00:53,0:57:53,0:00:23,0:30:56,4,1:48:29,Elite Men,Yokohama,1106,53,3473,23,1856,6509
Andreas,Schilling,DEN,36,0:18:46,0:00:54,0:57:32,0:00:25,0:31:39,5,1:49:14,Elite Men,Yokohama,1126,54,3452,25,1899,6554
Rostislav,Pevtsov,AZE,35,0:18:43,0:00:55,0:57:44,0:00:24,0:31:41,6,1:49:25,Elite Men,Yokohama,1123,55,3464,24,1901,6565
Adrien,Briffod,SUI,52,0:18:39,0:00:53,0:57:45,0:00:21,0:31:50,7,1:49:26,Elite Men,Yokohama,1119,53,3465,21,1910,6566
Igor,Polyanskiy,RUS,15,0:18:23,0:00:54,0:57:57,0:00:24,0:31:59,8,1:49:34,Elite Men,Yokohama,1103,54,3477,24,1919,6574
Javier,Gomez Noya,ESP,1,0:18:30,0:00:51,0:57:59,0:00:24,0:31:58,9,1:49:40,Elite Men,Yokohama,1110,51,3479,24,1918,6580
Gábor,Faldum,HUN,29,0:18:50,0:00:55,0:57:29,0:00:22,0:32:10,10,1:49:43,Elite Men,Yokohama,1130,55,3449,22,1930,6583
Gordon,Benson,GBR,59,0:18:28,0:00:56,0:57:53,0:00:26,0:32:05,11,1:49:46,Elite Men,Yokohama,1108,56,3473,26,1925,6586
Thomas,Bishop,GBR,5,0:18:32,0:01:00,0:57:52,0:00:25,0:32:08,12,1:49:54,Elite Men,Yokohama,1112,60,3472,25,1928,6594
Wian,Sullwald,RSA,11,0:18:32,0:00:53,0:58:30,0:00:24,0:31:55,13,1:50:11,Elite Men,Yokohama,1112,53,3510,24,1915,6611
Richard,Varga,SVK,47,0:18:36,0:00:56,0:57:41,0:00:26,0:32:39,14,1:50:16,Elite Men,Yokohama,1116,56,3461,26,1959,6616
Andrea,Salvisberg,SUI,10,0:18:32,0:00:55,0:57:42,0:00:27,0:32:45,15,1:50:19,Elite Men,Yokohama,1112,55,3462,27,1965,6619
Tony,Dodds,NZL,16,0:18:32,0:00:58,0:57:44,0:00:24,0:32:45,16,1:50:22,Elite Men,Yokohama,1112,58,3464,24,1965,6622
Vicente,Hernandez,ESP,19,0:18:29,0:00:54,0:57:55,0:00:26,0:32:41,17,1:50:23,Elite Men,Yokohama,1109,54,3475,26,1961,6623
Ryan,Bailie,AUS,18,0:18:33,0:00:56,0:57:50,0:00:25,0:32:44,18,1:50:27,Elite Men,Yokohama,1113,56,3470,25,1964,6627
Crisanto,Grajales,MEX,9,0:18:34,0:00:55,0:59:17,0:00:27,0:31:18,19,1:50:29,Elite Men,Yokohama,1114,55,3557,27,1878,6629
Matthew,McElroy,USA,37,0:19:07,0:00:54,0:58:59,0:00:24,0:31:10,20,1:50:33,Elite Men,Yokohama,1147,54,3539,24,1870,6633
Alois,Knabl,AUT,17,0:18:22,0:00:56,0:58:02,0:00:29,0:33:01,21,1:50:48,Elite Men,Yokohama,1102,56,3482,29,1981,6648
Gustav,Iden,NOR,61,0:18:53,0:00:56,0:57:32,0:00:22,0:33:08,22,1:50:49,Elite Men,Yokohama,1133,56,3452,22,1988,6649
Shachar,Sagiv,ISR,12,0:18:53,0:00:53,0:59:15,0:00:24,0:31:39,23,1:51:01,Elite Men,Yokohama,1133,53,3555,24,1899,6661
Tayler,Reid,NZL,28,0:18:22,0:00:53,0:57:58,0:00:26,0:33:34,24,1:51:11,Elite Men,Yokohama,1102,53,3478,26,2014,6671
Makoto,Odakura,JPN,51,0:18:33,0:00:57,0:57:51,0:00:25,0:33:28,25,1:51:12,Elite Men,Yokohama,1113,57,3471,25,2008,6672
Ji Hwan,Kim,KOR,55,0:18:36,0:00:56,0:57:50,0:00:24,0:33:36,26,1:51:20,Elite Men,Yokohama,1116,56,3470,24,2016,6680
Eric,Lagerstrom,USA,44,0:18:36,0:00:57,0:58:27,0:00:24,0:32:58,27,1:51:21,Elite Men,Yokohama,1116,57,3507,24,1978,6681
Marcel,Walkington,AUS,14,0:18:38,0:00:55,0:58:32,0:00:28,0:33:01,28,1:51:32,Elite Men,Yokohama,1118,55,3512,28,1981,6692
Lasse,Lührs,GER,58,0:19:05,0:00:53,0:59:02,0:00:22,0:32:14,29,1:51:34,Elite Men,Yokohama,1145,53,3542,22,1934,6694
Lukas,Hollaus,AUT,26,0:18:54,0:00:55,0:59:09,0:00:24,0:32:19,30,1:51:39,Elite Men,Yokohama,1134,55,3549,24,1939,6699
Dmitry,Polyanskiy,RUS,24,0:18:33,0:00:58,0:59:18,0:00:26,0:32:44,31,1:51:57,Elite Men,Yokohama,1113,58,3558,26,1964,6717
Irving,Perez,MEX,43,0:18:31,0:00:57,0:59:36,0:00:25,0:32:45,32,1:52:12,Elite Men,Yokohama,1111,57,3576,25,1965,6732
Jacob,Birtwhistle,AUS,7,0:18:57,0:00:55,0:59:10,0:00:32,0:32:43,33,1:52:14,Elite Men,Yokohama,1137,55,3550,32,1963,6734
Lukas,Pertl,AUT,27,0:19:05,0:00:51,0:59:03,0:00:21,0:33:19,34,1:52:37,Elite Men,Yokohama,1145,51,3543,21,1999,6757
Gregory,Billington,USA,6,0:18:53,0:00:58,0:59:12,0:00:23,0:33:27,35,1:52:50,Elite Men,Yokohama,1133,58,3552,23,2007,6770
Miguel,Arraiolos,POR,57,0:18:44,0:00:53,0:59:27,0:00:28,0:33:30,36,1:53:00,Elite Men,Yokohama,1124,53,3567,28,2010,6780
Jan,Celustka,CZE,46,0:18:34,0:00:56,0:59:35,0:00:27,0:34:19,37,1:53:48,Elite Men,Yokohama,1114,56,3575,27,2059,6828
Stefan,Zachäus,LUX,49,0:18:26,0:00:54,0:59:40,0:00:26,0:34:33,38,1:53:57,Elite Men,Yokohama,1106,54,3580,26,2073,6837
Yuichi,Hosoda,JPN,31,0:18:48,0:00:59,0:58:59,0:00:26,0:35:10,39,1:54:20,Elite Men,Yokohama,1128,59,3539,26,2110,6860
Sam,Ward,NZL,39,0:18:40,0:00:59,0:59:25,0:00:29,0:35:11,40,1:54:40,Elite Men,Yokohama,1120,59,3565,29,2111,6880
Jumpei,Furuya,JPN,32,0:18:35,0:00:53,0:57:48,0:00:25,0:37:08,41,1:54:47,Elite Men,Yokohama,1115,53,3468,25,2228,6887
Jonathan,Brownlee,GBR,33,0:18:21,0:00:56,1:02:54,0:00:30,0:32:34,42,1:55:11,Elite Men,Yokohama,1101,56,3774,30,1954,6911
Jorik,Van Egdom,NED,54,0:20:31,0:00:58,1:01:12,0:00:25,0:32:33,43,1:55:37,Elite Men,Yokohama,1231,58,3672,25,1953,6937
Bob,Haller,LUX,30,0:19:30,0:00:54,1:01:54,0:00:27,0:33:06,44,1:55:49,Elite Men,Yokohama,1170,54,3714,27,1986,6949
Matthew,Roberts,AUS,45,0:18:39,0:00:56,1:01:09,0:01:59,0:33:27,45,1:56:08,Elite Men,Yokohama,1119,56,3669,119,2007,6968
Menno,Koolhaas,NED,56,0:18:44,0:01:02,1:02:57,0:00:26,0:33:30,46,1:56:37,Elite Men,Yokohama,1124,62,3777,26,2010,6997
Massimo,De Ponti,ITA,42,0:18:54,0:00:54,1:02:14,0:00:29,0:34:44,47,1:57:14,Elite Men,Yokohama,1134,54,3734,29,2084,7034
Ryan,Sissons,NZL,8,0:18:38,0:00:59,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1118,59,0,0,0,#VALUE!
Adam,Bowden,GBR,21,0:18:50,0:00:59,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1130,59,0,0,0,#VALUE!
Christophe,De Keyser,BEL,22,0:20:34,0:00:56,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1234,56,0,0,0,#VALUE!
Davide,Uccellari,ITA,23,0:19:08,0:00:00,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1148,0,0,0,0,#VALUE!
Drew,Box,AUS,25,0:18:28,0:00:59,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1108,59,0,0,0,#VALUE!
Simon,De Cuyper,BEL,38,0:20:35,0:00:55,1:01:15,0:00:28,0:00:00,DNF,DNF,Elite Men,Yokohama,1235,55,3675,28,0,#VALUE!
Alexander,Bryukhankov,RUS,50,0:18:42,0:00:55,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1122,55,0,0,0,#VALUE!
Justus,Nieschlag,GER,53,0:18:28,0:00:55,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1108,55,0,0,0,#VALUE!
Sylvain,Fridelance,SUI,60,0:18:31,0:00:55,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1111,55,0,0,0,#VALUE!
Ryousuke,Maeda,JPN,62,0:18:38,0:00:53,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Yokohama,1118,53,0,0,0,#VALUE!
Joao,Silva,POR,20,0:19:13,0:00:54,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Yokohama,1153,54,0,0,0,#VALUE!
Rodrigo,Gonzalez,MEX,40,0:19:22,0:00:53,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Yokohama,1162,53,0,0,0,#VALUE!
Russell,White,IRL,41,0:18:42,0:00:56,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Yokohama,1122,56,0,0,0,#VALUE!
Flora,Duffy,BER,34,0:19:07,0:00:57,1:01:18,0:00:32,0:34:25,1,1:56:18,Elite Women,Yokohama,1147,57,3678,32,2065,6978
Katie,Zaferes,USA,2,0:19:40,0:00:58,1:01:53,0:00:27,0:35:13,2,1:58:09,Elite Women,Yokohama,1180,58,3713,27,2113,7089
Kirsten,Kasper,USA,11,0:19:16,0:00:57,1:02:23,0:00:28,0:35:15,3,1:58:17,Elite Women,Yokohama,1156,57,3743,28,2115,7097
Sophie,Coldwell,GBR,48,0:19:06,0:00:54,1:01:22,0:00:24,0:37:03,4,1:58:48,Elite Women,Yokohama,1146,54,3682,24,2223,7128
Vicky,Holland,GBR,35,0:19:28,0:01:00,1:02:10,0:00:26,0:35:48,5,1:58:50,Elite Women,Yokohama,1168,60,3730,26,2148,7130
Ashleigh,Gentle,AUS,9,0:20:34,0:00:59,1:02:55,0:00:28,0:34:03,6,1:58:57,Elite Women,Yokohama,1234,59,3775,28,2043,7137
Non,Stanford,GBR,37,0:19:14,0:00:57,1:04:19,0:00:27,0:34:09,7,1:59:04,Elite Women,Yokohama,1154,57,3859,27,2049,7144
Jessica,Learmonth,GBR,40,0:19:01,0:01:01,1:02:38,0:00:26,0:36:14,8,1:59:18,Elite Women,Yokohama,1141,61,3758,26,2174,7158
Claire,Michel,BEL,33,0:20:11,0:00:57,1:03:28,0:00:25,0:34:27,9,1:59:26,Elite Women,Yokohama,1211,57,3808,25,2067,7166
Natalie,Van Coevorden,AUS,25,0:19:09,0:01:00,1:02:30,0:00:30,0:36:25,10,1:59:32,Elite Women,Yokohama,1149,60,3750,30,2185,7172
Lucy,Hall,GBR,38,0:19:03,0:00:58,1:02:39,0:00:27,0:36:30,11,1:59:35,Elite Women,Yokohama,1143,58,3759,27,2190,7175
Summer,Cook,USA,17,0:19:04,0:01:05,1:04:29,0:00:28,0:34:53,12,1:59:57,Elite Women,Yokohama,1144,65,3869,28,2093,7197
Yuka,Sato,JPN,32,0:19:59,0:01:03,1:03:28,0:00:25,0:35:09,13,2:00:02,Elite Women,Yokohama,1199,63,3808,25,2109,7202
Vendula,Frintova,CZE,10,0:20:12,0:00:58,1:03:21,0:00:24,0:35:11,14,2:00:04,Elite Women,Yokohama,1212,58,3801,24,2111,7204
Jolanda,Annen,SUI,18,0:20:05,0:00:58,1:03:25,0:00:24,0:35:21,15,2:00:11,Elite Women,Yokohama,1205,58,3805,24,2121,7211
Gillian,Backhouse,AUS,5,0:19:25,0:00:59,1:02:11,0:00:34,0:37:10,16,2:00:18,Elite Women,Yokohama,1165,59,3731,34,2230,7218
Yuko,Takahashi,JPN,16,0:19:18,0:00:57,1:02:24,0:00:21,0:37:34,17,2:00:32,Elite Women,Yokohama,1158,57,3744,21,2254,7232
Alice,Betto,ITA,23,0:19:25,0:01:00,1:02:07,0:00:30,0:37:33,18,2:00:33,Elite Women,Yokohama,1165,60,3727,30,2253,7233
Lisa,Perterer,AUT,7,0:20:34,0:00:57,1:02:58,0:00:30,0:35:39,19,2:00:34,Elite Women,Yokohama,1234,57,3778,30,2139,7234
